open_time,open,high,low,close,vwap,volume,trades
2026-02-21 22:54:00,1975.81,1975.81,1974.46,1974.79,1974.78,0.13986658,3
2026-02-21 22:55:00,1974.49,1974.5,1974.44,1974.5,1974.48,0.08484819,7
2026-02-21 22:56:00,1973.66,1973.76,1973.35,1973.76,1973.73,1.86643713,6
2026-02-21 22:57:00,1973.75,1973.75,1973.07,1973.67,1973.13,51.98136839,15
2026-02-21 22:58:00,1973.5,1974.19,1972.84,1973.19,1973.59,3.92746622,10
2026-02-21 22:59:00,1972.65,1973.38,1972.65,1973.38,1973.06,0.09461578,6
2026-02-21 23:00:00,1973.66,1973.66,1973.0,1973.11,1973.33,0.08398908,9
2026-02-21 23:01:00,1973.19,1974.34,1973.19,1974.34,1973.19,2.44109094,6
2026-02-21 23:02:00,1974.74,1975.31,1974.74,1974.87,1974.84,0.19561273,4
2026-02-21 23:03:00,1974.74,1974.74,1972.34,1972.34,1973.97,0.1238752,6
2026-02-21 23:04:00,1972.33,1972.46,1972.33,1972.43,1972.42,0.04591133,5
2026-02-21 23:05:00,1971.98,1971.98,1971.9,1971.9,1971.91,0.04546889,2
2026-02-21 23:06:00,1971.74,1972.91,1971.74,1972.91,1971.76,17.62582268,14
2026-02-21 23:07:00,1972.67,1972.67,1971.94,1971.94,1972.57,0.19055529,5
2026-02-21 23:08:00,1972.59,1972.97,1972.59,1972.97,1972.94,0.25585008,4
2026-02-21 23:09:00,1973.44,1973.45,1971.57,1971.57,1972.54,3.26666321,9
2026-02-21 23:10:00,1971.4,1971.4,1971.05,1971.4,1971.38,2.68033801,9
2026-02-21 23:11:00,1972.03,1972.48,1972.03,1972.45,1972.09,0.28542889,8
2026-02-21 23:12:00,1972.54,1972.72,1972.54,1972.72,1972.7,0.14846887,5
2026-02-21 23:13:00,1972.71,1972.71,1972.2,1972.69,1972.28,3.54292356,5
2026-02-21 23:14:00,1972.73,1972.73,1972.3,1972.3,1972.42,0.05198981,5
2026-02-21 23:15:00,1972.23,1972.23,1972.22,1972.22,1972.22,0.00634639,2
2026-02-21 23:16:00,1972.23,1972.7,1972.22,1972.7,1972.29,2.91124235,10
2026-02-21 23:17:00,1972.72,1972.85,1972.64,1972.68,1972.67,0.54449916,6
2026-02-21 23:18:00,1972.37,1973.67,1972.37,1973.67,1972.39,3.05051808,10
2026-02-21 23:19:00,1973.66,1974.37,1973.65,1974.33,1974.21,0.73371042,8
2026-02-21 23:20:00,1974.12,1974.69,1974.12,1974.68,1974.13,5.54262816,10
2026-02-21 23:21:00,1974.82,1975.97,1974.82,1975.81,1975.37,0.12884879,11
2026-02-21 23:22:00,1975.8,1975.8,1975.43,1975.6,1975.75,0.31576952,8
2026-02-21 23:23:00,1975.6,1976.41,1975.6,1976.4,1976.31,0.0600025,4
2026-02-21 23:24:00,1976.21,1976.24,1976.01,1976.24,1976.2,1.15417972,7
2026-02-21 23:25:00,1976.0,1976.0,1975.07,1975.07,1975.38,0.01495212,3
2026-02-21 23:26:00,1975.07,1975.07,1975.07,1975.07,1975.07,0.08579449,4
2026-02-21 23:27:00,1975.07,1977.29,1975.07,1977.29,1975.66,3.28754154,7
2026-02-21 23:28:00,1976.96,1976.97,1976.95,1976.95,1976.95,0.03780537,4
2026-02-21 23:29:00,1976.77,1976.77,1976.23,1976.23,1976.53,0.3907708,5
2026-02-21 23:30:00,1976.21,1976.34,1976.17,1976.29,1976.23,0.63657727,10
2026-02-21 23:31:00,1976.18,1976.18,1975.95,1975.95,1976.07,0.75330392,9
2026-02-21 23:32:00,1975.09,1975.09,1975.09,1975.09,1975.09,0.00072943,1
2026-02-21 23:33:00,1975.36,1975.38,1975.36,1975.38,1975.36,0.11844412,4
2026-02-21 23:34:00,1975.3,1975.38,1975.3,1975.38,1975.37,2.04226566,4
2026-02-21 23:35:00,1976.07,1976.21,1976.06,1976.21,1976.07,0.13893026,3
