open_time,open,high,low,close,vwap,volume,trades
2026-02-21 23:51:00,67957.2,67971.0,67957.2,67971.0,67957.7,0.10970413,14
2026-02-21 23:52:00,67971.0,67988.5,67969.5,67969.5,67983.3,0.13084274,35
2026-02-21 23:53:00,67969.5,67969.6,67969.5,67969.6,67969.5,0.07921076,12
2026-02-21 23:54:00,67969.5,67969.6,67969.5,67969.6,67969.5,0.01177428,12
2026-02-21 23:55:00,67969.6,67987.5,67969.6,67981.9,67983.7,0.62814201,18
2026-02-21 23:56:00,67982.0,67982.0,67981.9,67982.0,67981.9,0.02682318,13
2026-02-21 23:57:00,67981.9,67982.0,67981.9,67982.0,67981.9,0.09089457,13
2026-02-21 23:58:00,67982.0,67982.0,67981.9,67981.9,67981.9,0.55920315,12
2026-02-21 23:59:00,67981.9,67982.0,67966.6,67966.6,67974.8,0.20366426,17
2026-02-22 00:00:00,67966.7,67966.7,67960.1,67960.1,67966.1,0.02285985,24
2026-02-22 00:01:00,67960.1,67960.1,67926.6,67926.7,67957.3,0.17129104,33
2026-02-22 00:02:00,67926.7,67977.6,67926.7,67977.6,67953.0,0.05997903,26
2026-02-22 00:03:00,67977.6,67981.5,67977.6,67981.5,67980.7,0.07082055,14
2026-02-22 00:04:00,67981.5,67991.2,67981.5,67991.2,67990.1,0.05114583,14
2026-02-22 00:05:00,67991.2,67997.7,67991.2,67995.9,67992.1,1.03565925,33
2026-02-22 00:06:00,68000.0,68006.7,67971.5,67971.5,67989.5,34.02120088,68
2026-02-22 00:07:00,68006.6,68006.6,67948.9,67948.9,67993.5,0.2071934,24
2026-02-22 00:08:00,67948.9,67959.0,67948.9,67959.0,67953.5,0.07053991,21
2026-02-22 00:09:00,67959.0,67982.9,67958.9,67982.9,67971.0,0.01920699,19
2026-02-22 00:10:00,68000.0,68000.0,67978.9,67978.9,67987.6,0.01480364,14
2026-02-22 00:11:00,67979.0,67979.0,67978.9,67979.0,67978.9,0.0474358,8
2026-02-22 00:12:00,67979.0,68000.0,67979.0,68000.0,67982.8,0.0458819,23
2026-02-22 00:13:00,68000.0,68005.0,68000.0,68004.9,68003.0,0.00938904,11
2026-02-22 00:14:00,68004.9,68005.0,68004.9,68005.0,68004.9,0.00543479,14
2026-02-22 00:15:00,68005.0,68005.0,68004.9,68005.0,68004.9,0.01393775,15
2026-02-22 00:16:00,68004.9,68020.0,67995.4,68020.0,68004.2,0.12661701,24
2026-02-22 00:17:00,68030.4,68030.4,68013.4,68013.4,68029.6,0.11018331,15
2026-02-22 00:18:00,68013.3,68013.3,67960.6,67960.6,67995.2,0.13947813,31
2026-02-22 00:19:00,67960.6,67960.7,67960.6,67960.7,67960.6,0.01983457,12
2026-02-22 00:20:00,67960.6,67960.6,67934.3,67934.4,67949.6,1.07392692,32
2026-02-22 00:21:00,67934.3,67934.4,67879.7,67879.7,67889.8,0.49784134,66
2026-02-22 00:22:00,67879.7,67880.0,67840.0,67840.0,67875.1,12.08212068,99
2026-02-22 00:23:00,67840.1,67859.2,67840.1,67852.5,67851.2,0.02522487,18
2026-02-22 00:24:00,67852.6,67852.6,67842.3,67845.2,67846.0,0.11328866,19
2026-02-22 00:25:00,67845.1,67845.2,67800.0,67800.1,67806.4,1.94491795,101
2026-02-22 00:26:00,67800.0,67823.4,67800.0,67822.3,67822.1,1.03119937,26
2026-02-22 00:27:00,67822.2,67822.3,67808.7,67808.7,67822.2,0.54964066,15
2026-02-22 00:28:00,67808.8,67842.6,67808.8,67842.6,67828.2,0.22627301,29
2026-02-22 00:29:00,67842.5,67855.3,67829.0,67829.0,67840.1,0.20128999,41
2026-02-22 00:30:00,67838.1,67862.4,67838.1,67862.4,67842.4,0.11252975,21
2026-02-22 00:31:00,67862.4,67888.4,67862.4,67888.4,67878.2,0.05286991,20
2026-02-22 00:32:00,67888.3,67888.4,67888.3,67888.4,67888.3,0.1895919,20
2026-02-22 00:33:00,67888.3,67888.3,67840.0,67840.1,67879.3,0.41481336,34
2026-02-22 00:34:00,67840.0,67860.7,67840.0,67859.7,67847.2,0.06479634,36
2026-02-22 00:35:00,67851.9,67852.0,67851.9,67851.9,67851.9,0.00353736,7
2026-02-22 00:36:00,67851.9,67852.0,67851.9,67852.0,67851.9,0.02014056,12
2026-02-22 00:37:00,67851.9,67852.0,67851.9,67851.9,67851.9,0.02197462,14
2026-02-22 00:38:00,67852.0,67852.0,67851.9,67852.0,67851.9,1.02720546,20
2026-02-22 00:39:00,67851.9,67860.0,67840.0,67860.0,67843.1,0.01822671,18
2026-02-22 00:40:00,67859.9,67860.0,67859.9,67860.0,67859.9,0.00457399,7
2026-02-22 00:41:00,67860.0,67866.3,67860.0,67866.3,67860.2,0.23752514,16
2026-02-22 00:42:00,67866.3,67866.3,67866.2,67866.3,67866.2,0.02119452,12
2026-02-22 00:43:00,67866.2,67866.2,67858.0,67858.0,67859.0,2.6805282,39
2026-02-22 00:44:00,67858.0,67858.1,67840.1,67840.1,67853.3,2.04312562,30
2026-02-22 00:45:00,67840.0,67840.1,67840.0,67840.1,67840.0,0.01980107,12
2026-02-22 00:46:00,67840.1,67857.3,67840.1,67857.3,67841.7,0.0798387,13
2026-02-22 00:47:00,67857.2,67857.3,67840.0,67840.1,67856.9,0.12518024,22
2026-02-22 00:48:00,67840.1,67840.1,67840.0,67840.0,67840.0,0.01789247,14
2026-02-22 00:49:00,67840.1,67840.1,67840.0,67840.1,67840.0,0.01607252,10
2026-02-22 00:50:00,67840.1,67840.1,67840.0,67840.1,67840.0,3.03372119,62
2026-02-22 00:51:00,67840.0,67859.3,67840.0,67859.3,67841.1,0.01328746,21
2026-02-22 00:52:00,67859.2,67861.1,67859.2,67861.0,67859.6,0.07222856,25
2026-02-22 00:53:00,67861.0,67861.1,67843.2,67844.3,67858.6,0.03056531,26
2026-02-22 00:54:00,67844.3,67860.3,67844.3,67860.3,67856.3,0.02033596,8
2026-02-22 00:55:00,67860.3,67864.5,67860.3,67864.5,67863.3,0.0825234,18
2026-02-22 00:56:00,67864.5,67864.5,67864.4,67864.5,67864.4,0.0526309,11
2026-02-22 00:57:00,67864.5,67864.7,67864.5,67864.7,67864.5,0.20302093,16
2026-02-22 00:58:00,67864.7,67900.0,67864.6,67900.0,67887.0,0.71340948,21
2026-02-22 00:59:00,67900.0,67920.0,67900.0,67919.9,67909.0,0.14953101,16
2026-02-22 01:00:00,67920.0,67921.1,67919.9,67921.1,67919.9,0.32298185,36
2026-02-22 01:01:00,67921.1,67950.1,67921.1,67948.1,67947.1,0.86689448,49
2026-02-22 01:02:00,67944.8,67986.4,67944.8,67986.4,67985.9,2.56871172,42
2026-02-22 01:03:00,67986.3,67986.3,67967.1,67970.6,67984.9,0.56836198,23
2026-02-22 01:04:00,67970.5,67970.6,67970.5,67970.6,67970.5,0.00646441,7
2026-02-22 01:05:00,67970.6,68000.0,67970.5,68000.0,67981.4,0.12375128,24
2026-02-22 01:06:00,68000.0,68019.7,68000.0,68019.7,68006.0,0.01030352,9
2026-02-22 01:07:00,68019.7,68036.8,68019.6,68025.3,68033.2,0.18628896,31
2026-02-22 01:08:00,68006.0,68006.0,68006.0,68006.0,68006.0,0.06476547,8
2026-02-22 01:09:00,68006.0,68006.0,68000.3,68006.0,68004.0,0.15581011,27
2026-02-22 01:10:00,68006.0,68006.0,68000.1,68000.1,68005.2,0.13802864,24
2026-02-22 01:11:00,68000.0,68000.1,68000.0,68000.1,68000.0,0.02193988,12
2026-02-22 01:12:00,68000.1,68000.1,68000.0,68000.1,68000.0,0.02214936,7
2026-02-22 01:13:00,68000.0,68000.1,68000.0,68000.1,68000.0,0.05415678,5
2026-02-22 01:14:00,68000.1,68000.1,68000.0,68000.0,68000.0,0.00206173,4
2026-02-22 01:15:00,68000.1,68009.3,68000.0,68007.2,68003.0,0.14471205,25
2026-02-22 01:16:00,68007.1,68007.1,68000.0,68000.0,68000.2,0.53694709,14
2026-02-22 01:17:00,68000.0,68019.7,68000.0,68019.7,68002.1,0.01659863,18
2026-02-22 01:18:00,68031.8,68048.0,68031.8,68048.0,68043.3,0.01096546,18
2026-02-22 01:19:00,68048.0,68048.0,68047.9,68048.0,68047.9,0.02785074,6
2026-02-22 01:20:00,68048.0,68048.0,68047.9,68048.0,68047.9,3.14550059,15
2026-02-22 01:21:00,68048.0,68048.0,68026.7,68026.7,68046.6,2.09045232,31
2026-02-22 01:22:00,68026.8,68026.8,68026.7,68026.8,68026.7,0.01036381,12
2026-02-22 01:23:00,68026.8,68026.8,68026.8,68026.8,68026.8,0.00041343,2
2026-02-22 01:24:00,68026.8,68061.6,68026.8,68061.6,68033.6,0.11981441,19
2026-02-22 01:25:00,68070.5,68070.5,68070.5,68070.5,68070.5,0.00477576,10
2026-02-22 01:26:00,68070.4,68070.5,68070.4,68070.4,68070.4,0.0102206,7
2026-02-22 01:27:00,68070.5,68070.5,68070.4,68070.4,68070.4,0.00884924,7
2026-02-22 01:28:00,68070.5,68070.5,68070.4,68070.5,68070.4,0.02134613,6
2026-02-22 01:29:00,68070.5,68095.5,68070.5,68090.4,68089.6,0.47012192,50
2026-02-22 01:30:00,68090.4,68119.5,68090.4,68119.4,68100.5,0.28300459,34
2026-02-22 01:31:00,68119.5,68119.5,68097.7,68097.7,68107.1,0.10264835,18
2026-02-22 01:32:00,68097.8,68097.8,68097.7,68097.8,68097.7,0.37006054,13
2026-02-22 01:33:00,68097.8,68102.4,68070.4,68070.5,68094.1,6.31802552,36
2026-02-22 01:34:00,68070.4,68070.4,68053.7,68053.8,68057.3,0.03395978,14
2026-02-22 01:35:00,68053.8,68053.8,68026.8,68026.8,68051.2,0.02446016,14
2026-02-22 01:36:00,68026.8,68026.8,68021.2,68026.7,68022.6,0.43444046,21
2026-02-22 01:37:00,68026.7,68026.8,68026.7,68026.8,68026.7,0.05599507,12
2026-02-22 01:38:00,68040.0,68060.0,68040.0,68060.0,68047.9,0.01401652,12
2026-02-22 01:39:00,68060.0,68062.7,68059.9,68059.9,68060.5,0.09974868,21
2026-02-22 01:40:00,68060.0,68060.0,68060.0,68060.0,68060.0,0.00722324,8
2026-02-22 01:41:00,68060.0,68077.0,68060.0,68077.0,68060.7,0.06479964,16
2026-02-22 01:42:00,68077.0,68084.3,68077.0,68084.2,68084.1,1.02286414,17
2026-02-22 01:43:00,68084.3,68089.2,68084.3,68084.3,68086.4,0.04908577,29
2026-02-22 01:44:00,68084.3,68084.5,68084.2,68084.5,68084.2,0.02295651,20
2026-02-22 01:45:00,68091.2,68091.2,68078.2,68078.3,68083.9,0.15706539,23
2026-02-22 01:46:00,68078.3,68078.3,68078.2,68078.2,68078.2,0.00159661,4
2026-02-22 01:47:00,68078.3,68107.2,68078.2,68107.2,68083.6,0.11968583,28
2026-02-22 01:48:00,68107.2,68125.5,68107.2,68125.5,68116.4,0.02921941,19
2026-02-22 01:49:00,68125.5,68140.0,68125.4,68140.0,68132.0,0.00917122,15
2026-02-22 01:50:00,68140.0,68140.0,68139.9,68140.0,68139.9,0.01142679,10
2026-02-22 01:51:00,68140.0,68140.0,68139.9,68140.0,68139.9,0.03419229,11
2026-02-22 01:52:00,68140.0,68140.0,68139.9,68140.0,68139.9,0.0179145,11
2026-02-22 01:53:00,68139.9,68140.0,68139.9,68140.0,68139.9,0.03962657,16
2026-02-22 01:54:00,68139.9,68140.0,68139.9,68140.0,68139.9,0.1047601,11
2026-02-22 01:55:00,68140.0,68140.0,68107.7,68107.8,68133.5,0.07868792,39
2026-02-22 01:56:00,68107.8,68107.8,68107.7,68107.8,68107.7,0.01207445,13
2026-02-22 01:57:00,68107.8,68107.8,68107.7,68107.8,68107.7,0.034559,10
2026-02-22 01:58:00,68107.8,68107.8,68107.7,68107.7,68107.7,0.03343899,7
2026-02-22 01:59:00,68107.7,68109.0,68107.7,68109.0,68107.8,0.06252499,18
2026-02-22 02:00:00,68129.9,68129.9,68129.8,68129.8,68129.8,0.07042336,48
2026-02-22 02:01:00,68129.9,68129.9,68115.3,68115.3,68129.1,0.04448064,15
2026-02-22 02:02:00,68115.2,68115.3,68106.0,68106.7,68110.8,0.11517396,53
2026-02-22 02:03:00,68106.7,68157.6,68106.6,68157.6,68122.2,0.14240716,78
2026-02-22 02:04:00,68157.6,68157.6,68135.0,68135.0,68153.6,0.10547387,23
2026-02-22 02:05:00,68122.8,68135.5,68122.8,68128.1,68126.2,0.09816362,24
2026-02-22 02:06:00,68128.1,68137.3,68128.1,68132.5,68132.1,0.01800936,21
2026-02-22 02:07:00,68132.4,68132.5,68132.4,68132.5,68132.4,0.00503938,14
2026-02-22 02:08:00,68132.5,68140.0,68121.4,68140.0,68130.1,0.39523555,35
2026-02-22 02:09:00,68140.0,68180.7,68140.0,68180.7,68172.5,0.05758714,30
2026-02-22 02:10:00,68180.8,68180.8,68180.7,68180.8,68180.7,0.00986696,10
2026-02-22 02:11:00,68180.7,68180.8,68167.2,68167.2,68177.6,0.8286284,15
2026-02-22 02:12:00,68167.2,68167.2,68167.2,68167.2,68167.2,0.02629224,13
2026-02-22 02:13:00,68167.2,68167.2,68167.1,68167.2,68167.1,0.00403139,9
2026-02-22 02:14:00,68167.1,68167.1,68166.0,68166.1,68166.1,0.05483347,19
2026-02-22 02:15:00,68187.9,68187.9,68172.2,68172.2,68187.7,0.46945071,10
2026-02-22 02:16:00,68172.2,68172.2,68150.0,68150.0,68166.2,0.51593242,23
2026-02-22 02:17:00,68150.0,68150.1,68125.9,68125.9,68145.5,0.04100123,23
2026-02-22 02:18:00,68125.8,68125.9,68125.8,68125.9,68125.8,0.04376738,10
2026-02-22 02:19:00,68125.8,68125.8,68068.7,68075.3,68077.8,0.4851987,36
2026-02-22 02:20:00,68075.3,68075.7,68075.2,68075.7,68075.6,0.76089181,18
2026-02-22 02:21:00,68075.7,68075.7,68075.6,68075.6,68075.6,0.01020985,10
2026-02-22 02:22:00,68075.7,68075.7,68075.6,68075.6,68075.6,0.03520179,11
2026-02-22 02:23:00,68075.7,68075.7,68060.1,68060.1,68075.5,0.17745342,13
2026-02-22 02:24:00,68060.1,68060.2,68060.0,68060.0,68060.1,0.00940214,10
2026-02-22 02:25:00,68060.0,68060.0,68040.0,68040.0,68040.7,0.80928447,31
2026-02-22 02:26:00,68040.1,68053.6,68040.1,68053.5,68044.8,0.0731782,13
2026-02-22 02:27:00,68053.5,68060.0,68053.5,68060.0,68057.0,0.00712179,13
2026-02-22 02:28:00,68060.0,68060.0,68060.0,68060.0,68060.0,0.00064366,3
2026-02-22 02:29:00,68060.0,68060.0,68045.9,68045.9,68059.8,0.03612509,18
2026-02-22 02:30:00,68045.9,68045.9,68045.8,68045.9,68045.8,0.30847876,21
2026-02-22 02:31:00,68045.9,68045.9,68045.8,68045.9,68045.8,0.01858675,12
2026-02-22 02:32:00,68045.9,68069.2,68045.9,68069.1,68054.0,0.59609936,26
2026-02-22 02:33:00,68069.1,68069.1,68069.0,68069.0,68069.0,0.0094044,8
2026-02-22 02:34:00,68069.1,68075.7,68069.0,68075.6,68074.1,0.02323839,13
2026-02-22 02:35:00,68075.7,68075.7,68025.4,68025.4,68058.3,2.91721873,39
2026-02-22 02:36:00,68025.5,68025.5,68020.1,68020.1,68023.0,0.31705051,18
2026-02-22 02:37:00,68020.1,68020.1,68020.0,68020.0,68020.0,0.07191212,13
2026-02-22 02:38:00,68020.0,68020.1,67980.1,67985.3,68001.3,0.55675259,37
2026-02-22 02:39:00,67985.2,67985.3,67985.2,67985.3,67985.2,0.44641511,10
2026-02-22 02:40:00,67985.3,67985.3,67985.3,67985.3,67985.3,0.03556014,7
2026-02-22 02:41:00,67985.2,67985.2,67967.0,67967.0,67979.7,1.1510989,29
2026-02-22 02:42:00,67967.1,67987.2,67967.1,67978.2,67970.9,9.14923368,36
2026-02-22 02:43:00,67978.2,67978.2,67978.2,67978.2,67978.2,0.03331078,12
2026-02-22 02:44:00,67978.1,67978.2,67978.1,67978.2,67978.1,0.11690092,20
2026-02-22 02:45:00,67978.1,67978.2,67978.1,67978.1,67978.1,0.01515425,8
2026-02-22 02:46:00,67978.2,68000.0,67978.1,67999.9,67979.6,0.08627492,22
2026-02-22 02:47:00,68000.0,68000.0,67999.9,68000.0,67999.9,0.08126181,15
2026-02-22 02:48:00,68000.0,68000.0,67978.1,67978.1,67988.0,0.33382994,37
2026-02-22 02:49:00,67978.2,67978.2,67967.0,67967.0,67969.3,1.05417795,27
2026-02-22 02:50:00,67967.1,67967.1,67967.1,67967.1,67967.1,0.00068725,3
2026-02-22 02:51:00,67967.1,67967.1,67967.1,67967.1,67967.1,0.00190278,6
2026-02-22 02:52:00,67967.0,67967.1,67967.0,67967.0,67967.0,0.00759693,6
2026-02-22 02:53:00,67967.1,67980.0,67967.1,67980.0,67968.0,0.06834952,12
2026-02-22 02:54:00,67980.0,67980.0,67979.9,67980.0,67979.9,0.01813061,11
2026-02-22 02:55:00,67980.0,67980.0,67968.5,67968.5,67978.8,0.08354429,11
2026-02-22 02:56:00,67968.5,67968.5,67954.4,67954.4,67965.9,0.18562165,17
2026-02-22 02:57:00,67954.5,67954.5,67864.7,67864.7,67919.6,4.07014478,76
2026-02-22 02:58:00,67864.6,67892.6,67864.6,67892.6,67888.2,2.37410148,27
2026-02-22 02:59:00,67892.6,67892.6,67892.5,67892.5,67892.5,0.00999161,4
2026-02-22 03:00:00,67892.6,67900.0,67889.5,67900.0,67889.7,0.14282986,34
2026-02-22 03:01:00,67900.0,67935.3,67900.0,67935.3,67923.6,0.03611677,21
2026-02-22 03:02:00,67935.3,67980.0,67935.3,67980.0,67960.0,0.06115144,46
2026-02-22 03:03:00,67980.0,67980.0,67980.0,67980.0,67980.0,0.04486143,7
2026-02-22 03:04:00,67979.9,67980.0,67967.6,67967.6,67973.8,0.01492648,10
2026-02-22 03:05:00,67967.6,67967.6,67967.5,67967.5,67967.5,0.01719706,10
2026-02-22 03:06:00,67967.6,67967.6,67946.6,67946.7,67950.6,0.42844601,23
2026-02-22 03:07:00,67946.7,67946.7,67946.6,67946.6,67946.6,0.03333342,12
2026-02-22 03:08:00,67946.7,67979.2,67946.6,67979.2,67947.6,0.14511653,18
2026-02-22 03:09:00,67979.3,67979.3,67979.3,67979.3,67979.3,0.004295,2
2026-02-22 03:10:00,67979.2,67979.3,67979.2,67979.3,67979.2,0.055287,24
2026-02-22 03:11:00,67979.2,67996.0,67979.2,67996.0,67979.4,0.10259844,19
2026-02-22 03:12:00,67996.0,67996.0,67995.9,67996.0,67995.9,0.02304802,10
2026-02-22 03:13:00,67996.0,67996.0,67995.9,67996.0,67995.9,0.01678114,14
2026-02-22 03:14:00,67996.0,67996.0,67995.9,67995.9,67995.9,0.00194527,8
2026-02-22 03:15:00,67996.0,67996.0,67996.0,67996.0,67996.0,0.10051235,14
2026-02-22 03:16:00,68000.0,68000.1,67995.0,67995.0,67999.3,0.10577585,24
2026-02-22 03:17:00,67982.4,67982.4,67940.0,67940.1,67962.6,0.08644846,24
2026-02-22 03:18:00,67940.0,67940.0,67922.4,67922.5,67923.4,0.10560325,13
2026-02-22 03:19:00,67922.4,67922.5,67820.0,67820.0,67874.4,7.06706201,94
2026-02-22 03:20:00,67820.1,67838.0,67820.1,67838.0,67821.5,0.18608916,20
2026-02-22 03:21:00,67838.0,67838.0,67838.0,67838.0,67838.0,0.000557,2
2026-02-22 03:22:00,67838.0,67856.3,67838.0,67856.3,67840.1,0.02370943,15
2026-02-22 03:23:00,67856.3,67874.9,67856.3,67874.9,67868.5,0.01878697,22
2026-02-22 03:24:00,67874.8,67874.8,67857.7,67857.8,67860.0,0.06364604,20
2026-02-22 03:25:00,67857.8,67857.8,67857.7,67857.7,67857.7,0.06405087,11
2026-02-22 03:26:00,67857.8,67880.0,67857.8,67880.0,67858.3,0.05252863,15
2026-02-22 03:27:00,67879.9,67933.1,67879.9,67933.1,67910.4,0.1468007,31
2026-02-22 03:28:00,67933.1,67950.7,67933.1,67950.7,67933.7,0.0827077,24
2026-02-22 03:29:00,67959.9,67959.9,67959.8,67959.8,67959.8,0.00731247,11
2026-02-22 03:30:00,67959.8,67959.8,67940.5,67940.5,67956.4,0.10869375,14
2026-02-22 03:31:00,67933.0,67933.0,67906.5,67906.6,67907.2,1.04529885,23
2026-02-22 03:32:00,67906.5,67906.5,67890.0,67890.0,67893.9,0.03077786,8
2026-02-22 03:33:00,67890.0,67890.1,67890.0,67890.1,67890.0,0.00849746,8
2026-02-22 03:34:00,67890.1,67932.7,67890.1,67932.7,67901.4,0.07243099,24
2026-02-22 03:35:00,67932.7,67932.7,67932.6,67932.7,67932.6,0.01161827,13
2026-02-22 03:36:00,67932.7,67932.7,67932.6,67932.7,67932.6,0.03521704,9
2026-02-22 03:37:00,67932.6,67932.7,67932.6,67932.7,67932.6,0.02502437,7
2026-02-22 03:38:00,67932.7,67932.7,67932.7,67932.7,67932.7,0.001371,3
2026-02-22 03:39:00,67932.7,67932.7,67932.7,67932.7,67932.7,0.00550315,3
2026-02-22 03:40:00,67932.7,67932.7,67932.7,67932.7,67932.7,0.0034187,6
2026-02-22 03:41:00,67932.6,67932.6,67900.1,67920.7,67914.6,0.26648804,23
2026-02-22 03:42:00,67920.6,67920.9,67920.6,67920.9,67920.6,0.06205772,25
2026-02-22 03:43:00,67932.7,67932.7,67932.6,67932.7,67932.6,0.00253094,9
2026-02-22 03:44:00,67932.7,67959.9,67932.6,67959.9,67945.6,0.36023435,24
2026-02-22 03:45:00,67959.9,67959.9,67959.8,67959.8,67959.8,0.06440755,9
2026-02-22 03:46:00,67959.9,67959.9,67959.8,67959.8,67959.8,0.00192152,4
2026-02-22 03:47:00,67959.8,67959.9,67959.8,67959.8,67959.8,0.00683808,11
2026-02-22 03:48:00,67959.9,67962.1,67935.9,67962.1,67955.1,1.3427193,42
2026-02-22 03:49:00,67972.0,68025.5,67972.0,68025.4,68000.4,0.03332984,19
2026-02-22 03:50:00,68025.4,68030.0,68025.4,68025.5,68028.1,0.098856,15
2026-02-22 03:51:00,68029.0,68029.1,68029.0,68029.1,68029.0,0.00328242,6
2026-02-22 03:52:00,68029.0,68029.1,68029.0,68029.0,68029.0,0.01402323,16
2026-02-22 03:53:00,68029.1,68029.1,68029.0,68029.1,68029.0,0.3609264,7
2026-02-22 03:54:00,68029.1,68029.1,67980.1,67980.1,68018.4,0.16969505,26
2026-02-22 03:55:00,67980.0,67980.1,67980.0,67980.1,67980.0,0.0116314,10
2026-02-22 03:56:00,67980.1,67980.1,67980.0,67980.1,67980.0,0.01590376,16
